batch_id,crop_type,region,season,yield_quantity_kg,moisture_content_%,avg_temperature_celsius,transport_delay_hours,equipment_downtime_hours,storage_duration_days,quality_grade,spoilage_loss_%,supply_chain_stage,resource_utilization_%,climate_risk_level,input_cost_per_kg,final_market_price_per_kg,total_input_cost,total_revenue,estimated_profit,profit_margin_%,spoilage_quantity_kg
BATCH00465,Maize,East,Rabi,581.42,10.01,32.74,7.5,0.4,2,A,7.77,Transit,52.19,High,8.77,13.47,"₹ 5,099.05","₹ 7,831.73","₹ 2,732.67",34.89%,45.18
BATCH00466,Barley,West,Rabi,548.21,16.05,23.23,6.3,0.5,17,C,4.35,Transit,84.65,Low,8.47,14.38,"₹ 4,643.34","₹ 7,883.26","₹ 3,239.92",41.10%,23.85
BATCH00467,Wheat,North,Rabi,536.87,16.5,38.12,0.1,1,25,B,7.61,Transit,75.2,Medium,9.05,9.26,"₹ 4,858.67","₹ 4,971.42",₹ 112.74,2.27%,40.86
BATCH00468,Wheat,North,Kharif,539.38,10.89,30.32,1.2,0.2,24,B,9.52,Transit,73.78,Medium,8.25,14.32,"₹ 4,449.89","₹ 7,723.92","₹ 3,274.04",42.39%,51.35
BATCH00469,Barley,West,Kharif,307.23,17.52,23.07,0.4,2,10,B,5.24,Farm,84.58,High,3.84,6.61,"₹ 1,179.76","₹ 2,030.79",₹ 851.03,41.91%,16.10
BATCH00470,Wheat,West,Rabi,472.11,8.5,38.43,1.3,0.6,6,A,4.4,Transit,59.81,Low,6.62,6.57,"₹ 3,125.37","₹ 3,101.76",-₹ 23.61,-0.76%,20.77
BATCH00471,Barley,South,Rabi,584.52,9.5,35.15,3.5,2.5,5,A,1.24,Transit,99.07,High,6.11,14.49,"₹ 3,571.42","₹ 8,469.69","₹ 4,898.28",57.83%,7.25
BATCH00472,Maize,East,Kharif,495.11,13.38,34.63,6,0.6,8,C,8.98,Transit,82.27,Low,5.18,10.1,"₹ 2,564.67","₹ 5,000.61","₹ 2,435.94",48.71%,44.46
BATCH00473,Barley,West,Rabi,359.48,13.76,34.18,2,0.3,8,C,2.84,Warehouse,68.28,Medium,8.84,6.86,"₹ 3,177.80","₹ 2,466.03",-₹ 711.77,-28.86%,10.21
BATCH00474,Maize,West,Kharif,494.76,14.45,24.01,0.9,0.2,5,C,1.11,Warehouse,80.01,High,6.25,9.88,"₹ 3,092.25","₹ 4,888.23","₹ 1,795.98",36.74%,5.49
BATCH00475,Barley,East,Kharif,670.41,8.17,24.22,1.8,0,12,C,5.6,Transit,60.82,Medium,3.42,12.83,"₹ 2,292.80","₹ 8,601.36","₹ 6,308.56",73.34%,37.54
BATCH00476,Wheat,West,Kharif,624.69,17.6,33.77,0.7,0.8,7,A,8.54,Warehouse,81.69,Low,4.92,13.27,"₹ 3,073.47","₹ 8,289.64","₹ 5,216.16",62.92%,53.35
BATCH00477,Barley,West,Rabi,493.8,8.45,24.39,4.8,0.1,13,C,4.36,Warehouse,51.41,Medium,4.6,13.64,"₹ 2,271.48","₹ 6,735.43","₹ 4,463.95",66.28%,21.53
BATCH00478,Wheat,South,Kharif,595.14,9.43,28.77,4.1,0.5,13,B,7.94,Farm,67.06,Medium,9.21,10.7,"₹ 5,481.24","₹ 6,368.00",₹ 886.76,13.93%,47.25
BATCH00479,Barley,North,Rabi,463.35,8.14,35.64,1.6,0.9,17,A,8.45,Warehouse,87.38,Medium,7.53,13.67,"₹ 3,489.03","₹ 6,333.99","₹ 2,844.97",44.92%,39.15
BATCH00480,Barley,North,Kharif,329.61,13.67,35.68,0.8,0.3,4,A,4.82,Farm,90.4,High,6.92,10.1,"₹ 2,280.90","₹ 3,329.06","₹ 1,048.16",31.49%,15.89
BATCH00481,Rice,North,Rabi,407.55,17.32,29.07,0.7,0.2,18,A,6.11,Warehouse,62.65,Low,6.55,11.07,"₹ 2,669.45","₹ 4,511.58","₹ 1,842.13",40.83%,24.90
BATCH00482,Wheat,North,Rabi,656.29,14.66,35.84,0.1,1.5,10,B,5.57,Transit,76.97,Medium,7.55,12.59,"₹ 4,954.99","₹ 8,262.69","₹ 3,307.70",40.03%,36.56
BATCH00483,Rice,West,Rabi,472.6,16.23,36.77,3.4,2.9,3,A,9.42,Warehouse,76.42,Medium,8.28,9.25,"₹ 3,913.13","₹ 4,371.55",₹ 458.42,10.49%,44.52
BATCH00484,Wheat,East,Kharif,475.66,8.13,33.1,1.2,0.1,12,B,7.39,Warehouse,71.07,Medium,6.88,5.74,"₹ 3,272.54","₹ 2,730.29",-₹ 542.25,-19.86%,35.15
BATCH00485,Rice,East,Kharif,470.02,13.42,24.57,0.8,0.2,1,C,9.29,Farm,61.42,Medium,9.57,8.5,"₹ 4,498.09","₹ 3,995.17",-₹ 502.92,-12.59%,43.66
BATCH00486,Maize,South,Rabi,690.41,12.6,25.48,1.3,3.2,27,A,2.59,Transit,85.16,Low,9.84,11.24,"₹ 6,793.63","₹ 7,760.21",₹ 966.57,12.46%,17.88
BATCH00487,Barley,South,Rabi,662.6,12.99,26.3,3.4,0,11,B,3.45,Farm,62.62,Low,9.97,6.92,"₹ 6,606.12","₹ 4,585.19","-₹ 2,020.93",-44.08%,22.86
BATCH00488,Wheat,West,Rabi,721.88,8.72,22.34,0.3,3.8,18,A,1.17,Transit,95.55,High,7.69,6.48,"₹ 5,551.26","₹ 4,677.78",-₹ 873.47,-18.67%,8.45
BATCH00489,Wheat,East,Kharif,484.1,14.84,25.46,3.9,0,13,C,5.25,Transit,76.43,Low,9.53,7.93,"₹ 4,613.47","₹ 3,838.91",-₹ 774.56,-20.18%,25.42
BATCH00490,Barley,East,Kharif,529.56,13.03,24.19,4.6,2.1,17,A,8.8,Farm,93.52,Low,5.83,5.32,"₹ 3,087.33","₹ 2,817.26",-₹ 270.08,-9.59%,46.60
BATCH00491,Wheat,North,Kharif,348.34,15.65,29.11,5.9,0.4,8,C,3.61,Warehouse,64.54,Medium,9.02,12.43,"₹ 3,142.03","₹ 4,329.87","₹ 1,187.84",27.43%,12.58
BATCH00492,Wheat,West,Kharif,647.69,12.85,38.17,1,2.8,20,A,1.72,Transit,90.35,High,9.36,7.59,"₹ 6,062.38","₹ 4,915.97","-₹ 1,146.41",-23.32%,11.14
BATCH00493,Rice,West,Rabi,383.22,9.49,22.09,0.5,0.4,19,B,1.15,Warehouse,55.68,High,9.33,6.24,"₹ 3,575.44","₹ 2,391.29","-₹ 1,184.15",-49.52%,4.41
BATCH00494,Wheat,North,Rabi,521.68,14.48,34.41,0.9,1.1,17,C,4.75,Farm,88.34,Medium,8.82,11.99,"₹ 4,601.22","₹ 6,254.94","₹ 1,653.73",26.44%,24.78
BATCH00495,Maize,West,Kharif,390.27,9.72,33.75,0.8,0.1,2,A,2.06,Farm,69.35,High,5.85,13.43,"₹ 2,283.08","₹ 5,241.33","₹ 2,958.25",56.44%,8.04
BATCH00496,Maize,West,Kharif,441.11,16.72,21.92,0.4,0.3,3,C,3.79,Farm,73.5,Low,4.11,5.2,"₹ 1,812.96","₹ 2,293.77",₹ 480.81,20.96%,16.72
BATCH00497,Barley,South,Rabi,416.27,14.13,38.45,1.9,1.5,3,C,8.29,Farm,58.34,High,5.34,7.34,"₹ 2,222.88","₹ 3,055.42",₹ 832.54,27.25%,34.51
BATCH00498,Wheat,East,Kharif,439.21,9.57,31.37,1.3,0.8,6,B,4.15,Transit,50.93,Medium,8.37,14.45,"₹ 3,676.19","₹ 6,346.58","₹ 2,670.40",42.08%,18.23
BATCH00499,Barley,West,Kharif,446.09,17.62,27.27,4,2.6,10,B,6.29,Farm,83.31,High,4.63,8.85,"₹ 2,065.40","₹ 3,947.90","₹ 1,882.50",47.68%,28.06
BATCH00500,Maize,South,Kharif,445.17,13.18,35.13,0.1,0.6,24,B,5.27,Warehouse,79.39,High,6.35,14.39,"₹ 2,826.83","₹ 6,406.00","₹ 3,579.17",55.87%,23.46
BATCH00501,Wheat,East,Kharif,583.33,8.73,25.15,2.1,2,22,B,7.33,Warehouse,81.12,High,6.96,7.74,"₹ 4,059.98","₹ 4,514.97",₹ 455.00,10.08%,42.76
BATCH00502,Wheat,North,Kharif,389.51,14.27,33.87,2.9,0.6,18,C,1.98,Transit,62.75,Medium,7.23,7.18,"₹ 2,816.16","₹ 2,796.68",-₹ 19.48,-0.70%,7.71
BATCH00503,Barley,South,Kharif,522.05,10.53,20.79,2.8,3.9,18,C,9.24,Farm,61.96,Low,9.55,7.14,"₹ 4,985.58","₹ 3,727.44","-₹ 1,258.14",-33.75%,48.24
BATCH00504,Maize,South,Rabi,621.8,16.04,36.79,4.3,3.2,14,A,6.61,Transit,91.51,High,7.63,5.85,"₹ 4,744.33","₹ 3,637.53","-₹ 1,106.80",-30.43%,41.10
BATCH00505,Wheat,East,Kharif,448.68,16.18,28.96,2.6,0.4,16,A,3.07,Transit,88.06,Low,8.5,13.96,"₹ 3,813.78","₹ 6,263.57","₹ 2,449.79",39.11%,13.77
BATCH00506,Barley,North,Kharif,428.21,17.79,32.73,5.3,2.2,7,A,1.67,Transit,66.84,Low,7.07,14.8,"₹ 3,027.44","₹ 6,337.51","₹ 3,310.06",52.23%,7.15
BATCH00507,Maize,South,Rabi,476.95,13.02,24.42,0.8,1.9,1,B,1.92,Farm,81.89,Low,8.84,14.55,"₹ 4,216.24","₹ 6,939.62","₹ 2,723.38",39.24%,9.16
BATCH00508,Barley,West,Rabi,617.97,12.55,33.54,1.4,0.2,17,C,7.94,Warehouse,91.41,High,4.85,13.52,"₹ 2,997.15","₹ 8,354.95","₹ 5,357.80",64.13%,49.07
BATCH00509,Rice,West,Rabi,519.41,15.53,35.44,0,1,23,C,6.09,Warehouse,94.44,Low,4.47,13.47,"₹ 2,321.76","₹ 6,996.45","₹ 4,674.69",66.82%,31.63
BATCH00510,Wheat,West,Kharif,446.88,9.32,29.46,0,0.1,25,A,4.12,Transit,50.29,High,9.48,11.61,"₹ 4,236.42","₹ 5,188.28",₹ 951.85,18.35%,18.41
BATCH00511,Rice,North,Rabi,548.39,13.47,32.35,0.5,1.8,5,A,3.66,Transit,90.67,High,7.85,13.26,"₹ 4,304.86","₹ 7,271.65","₹ 2,966.79",40.80%,20.07
BATCH00512,Maize,South,Kharif,389.77,13.46,29.13,0.2,0.2,27,C,8.63,Warehouse,67.52,High,7.7,7.08,"₹ 3,001.23","₹ 2,759.57",-₹ 241.66,-8.76%,33.64
BATCH00513,Rice,West,Kharif,568.14,8.89,37.88,0.6,0.1,1,B,8.81,Warehouse,85.92,Low,6.27,8.88,"₹ 3,562.24","₹ 5,045.08","₹ 1,482.85",29.39%,50.05
BATCH00514,Rice,North,Kharif,540.86,12.18,29.96,0.4,0.5,21,A,6.02,Farm,68.57,High,5.64,11.41,"₹ 3,050.45","₹ 6,171.21","₹ 3,120.76",50.57%,32.56
BATCH00515,Maize,West,Rabi,469.22,16.53,36.84,0.1,0.9,27,A,5.48,Transit,80.31,Medium,6.89,13.75,"₹ 3,232.93","₹ 6,451.78","₹ 3,218.85",49.89%,25.71
BATCH00516,Barley,East,Rabi,416.14,16.56,36.03,4.8,1.9,17,C,8.26,Farm,82.34,Medium,3.84,11.6,"₹ 1,597.98","₹ 4,827.22","₹ 3,229.25",66.90%,34.37
BATCH00517,Rice,South,Rabi,411.33,8.99,28.21,0,3.7,10,C,7.62,Warehouse,70.25,Medium,6.18,13.39,"₹ 2,542.02","₹ 5,507.71","₹ 2,965.69",53.85%,31.34
BATCH00518,Barley,South,Rabi,553.48,8.91,24.6,2.7,0.6,12,A,4.3,Warehouse,75.64,High,6.19,9.74,"₹ 3,426.04","₹ 5,390.90","₹ 1,964.85",36.45%,23.80
BATCH00519,Rice,North,Rabi,622.9,10.63,28.12,0.3,0.1,25,A,1.29,Warehouse,86.32,Medium,6.77,12.17,"₹ 4,217.03","₹ 7,580.69","₹ 3,363.66",44.37%,8.04
BATCH00520,Barley,North,Kharif,436.27,16.75,36.52,4.9,1.4,20,B,7.8,Warehouse,73.82,High,7.44,14.8,"₹ 3,245.85","₹ 6,456.80","₹ 3,210.95",49.73%,34.03
BATCH00521,Maize,South,Kharif,545.84,9.29,24.55,4.5,0.8,25,B,2.1,Farm,50.7,High,9.7,6.53,"₹ 5,294.65","₹ 3,564.34","-₹ 1,730.31",-48.55%,11.46
BATCH00522,Rice,West,Kharif,291.3,15.2,30.49,2.1,0.6,2,B,0.66,Warehouse,50.65,High,7.57,14.27,"₹ 2,205.14","₹ 4,156.85","₹ 1,951.71",46.95%,1.92
BATCH00523,Maize,West,Kharif,441.54,9.01,36.12,2.2,0.4,23,B,8.51,Transit,83.07,Low,9.19,10.22,"₹ 4,057.75","₹ 4,512.54",₹ 454.79,10.08%,37.58
BATCH00524,Rice,East,Rabi,496.89,14.23,27.07,0,0.7,16,A,5.99,Warehouse,92.36,Medium,6.89,11.43,"₹ 3,423.57","₹ 5,679.45","₹ 2,255.88",39.72%,29.76
BATCH00525,Maize,West,Rabi,409.03,11.56,32.84,8.4,0.4,15,A,8.97,Transit,89.26,High,7.39,13.78,"₹ 3,022.73","₹ 5,636.43","₹ 2,613.70",46.37%,36.69
BATCH00526,Maize,North,Kharif,406.35,15.89,24.91,4.2,1.4,28,A,5.1,Warehouse,65.52,Medium,3.49,9.1,"₹ 1,418.16","₹ 3,697.79","₹ 2,279.62",61.65%,20.72
BATCH00527,Rice,North,Rabi,433.22,10.34,22.19,4.5,0.8,13,B,9.3,Farm,73.56,Medium,3.93,9.19,"₹ 1,702.55","₹ 3,981.29","₹ 2,278.74",57.24%,40.29
BATCH00528,Rice,West,Rabi,529.22,14.39,35.89,2.2,2.1,18,A,3.86,Transit,61.71,Low,7.06,10.27,"₹ 3,736.29","₹ 5,435.09","₹ 1,698.80",31.26%,20.43
BATCH00529,Rice,North,Kharif,481.27,10.36,21.98,0.8,0.8,28,C,7.38,Farm,99.46,Medium,5.77,5.19,"₹ 2,776.93","₹ 2,497.79",-₹ 279.14,-11.18%,35.52
BATCH00530,Wheat,South,Kharif,276.18,15.14,25.43,4.5,0.3,20,B,3.36,Warehouse,63.03,High,8.59,9.97,"₹ 2,372.39","₹ 2,753.51",₹ 381.13,13.84%,9.28
BATCH00531,Barley,South,Rabi,287.93,16.74,37.1,0.7,1.9,22,C,0.51,Farm,70.81,High,6.8,7.91,"₹ 1,957.92","₹ 2,277.53",₹ 319.60,14.03%,1.47
BATCH00532,Wheat,West,Rabi,439.31,9.27,26.93,1.7,0.8,14,B,4.11,Warehouse,84.06,Medium,9.18,14.28,"₹ 4,032.87","₹ 6,273.35","₹ 2,240.48",35.71%,18.06
BATCH00533,Wheat,South,Kharif,545.77,16.67,39.46,0.2,0.2,18,A,7.51,Farm,93.8,Medium,9.81,5.88,"₹ 5,354.00","₹ 3,209.13","-₹ 2,144.88",-66.84%,40.99
BATCH00534,Maize,South,Kharif,225.25,13.94,39.59,5.1,1,2,B,1.93,Farm,52.57,Low,4.03,9.59,₹ 907.76,"₹ 2,160.15","₹ 1,252.39",57.98%,4.35
BATCH00535,Rice,East,Kharif,450.03,9.27,25.37,0.3,0.4,2,C,5.3,Transit,65.05,High,5.76,14.47,"₹ 2,592.17","₹ 6,511.93","₹ 3,919.76",60.19%,23.85
BATCH00536,Barley,East,Rabi,447.38,12.28,20.82,0.5,1.9,3,B,2.52,Warehouse,78.45,Medium,7.65,14.01,"₹ 3,422.46","₹ 6,267.79","₹ 2,845.34",45.40%,11.27
BATCH00537,Maize,South,Kharif,638.83,9.61,34.1,1.6,0.6,5,C,1.21,Farm,80.92,Medium,5.14,12.01,"₹ 3,283.59","₹ 7,672.35","₹ 4,388.76",57.20%,7.73
BATCH00538,Wheat,West,Kharif,461.5,15,29.02,2.9,1.3,25,A,6.37,Warehouse,53.5,High,4.87,10.89,"₹ 2,247.51","₹ 5,025.74","₹ 2,778.23",55.28%,29.40
BATCH00539,Rice,East,Rabi,538.3,15.59,22.02,1.9,0.1,16,C,9.54,Transit,83.2,Medium,8.7,7.81,"₹ 4,683.21","₹ 4,204.12",-₹ 479.09,-11.40%,51.35
BATCH00540,Maize,North,Rabi,514.13,9.06,34.15,0.5,0.5,22,A,3.45,Farm,76.4,Low,9.86,8.67,"₹ 5,069.32","₹ 4,457.51",-₹ 611.81,-13.73%,17.74
BATCH00541,Rice,North,Rabi,286.94,13.06,20.62,0,4.1,15,C,6.02,Warehouse,91.38,Medium,8.42,5.9,"₹ 2,416.03","₹ 1,692.95",-₹ 723.09,-42.71%,17.27
BATCH00542,Maize,North,Rabi,576.82,16.15,37.4,2.8,1.7,12,A,9.56,Farm,61.11,Medium,6.67,12.86,"₹ 3,847.39","₹ 7,417.91","₹ 3,570.52",48.13%,55.14
BATCH00543,Rice,West,Rabi,521.54,17.36,22.77,8.4,0.2,9,C,6.68,Farm,59.75,Low,6.1,8.24,"₹ 3,181.39","₹ 4,297.49","₹ 1,116.10",25.97%,34.84
BATCH00544,Wheat,South,Kharif,550.83,13.14,22.55,3.3,0.3,26,A,6.89,Farm,89.67,Low,6.78,11.68,"₹ 3,734.63","₹ 6,433.69","₹ 2,699.07",41.95%,37.95
BATCH00545,Barley,North,Kharif,892.62,17.5,23.51,1.2,0.4,14,A,2.2,Farm,85.19,Low,6.24,8.58,"₹ 5,569.95","₹ 7,658.68","₹ 2,088.73",27.27%,19.64
BATCH00546,Wheat,West,Rabi,291.59,13.36,39.21,4.7,1.1,29,A,5.18,Transit,89.58,High,6.52,9.64,"₹ 1,901.17","₹ 2,810.93",₹ 909.76,32.37%,15.10
BATCH00547,Barley,East,Rabi,672.47,11.94,33.86,1.1,1.4,21,C,3.99,Transit,89.1,Medium,4.42,10.55,"₹ 2,972.32","₹ 7,094.56","₹ 4,122.24",58.10%,26.83
BATCH00548,Rice,South,Rabi,471.26,16.48,36.03,1.5,1.4,16,C,4.97,Warehouse,55.2,Medium,9.33,13.02,"₹ 4,396.86","₹ 6,135.81","₹ 1,738.95",28.34%,23.42
BATCH00549,Maize,East,Rabi,528.73,12.93,27.95,1.3,0.7,11,A,8.11,Warehouse,63.93,Low,8.28,7.11,"₹ 4,377.88","₹ 3,759.27",-₹ 618.61,-16.46%,42.88
BATCH00550,Wheat,West,Rabi,495.45,12.72,26.73,1.2,1.7,6,B,4.88,Farm,63,High,7.77,8.99,"₹ 3,849.65","₹ 4,454.10",₹ 604.45,13.57%,24.18
BATCH00551,Barley,North,Kharif,457.58,12.9,24.69,3,0.6,10,A,1.1,Farm,96.73,Low,9.65,6.3,"₹ 4,415.65","₹ 2,882.75","-₹ 1,532.89",-53.17%,5.03
BATCH00552,Wheat,North,Kharif,443.02,16.47,29.61,1.5,0.1,28,B,9.1,Farm,74.37,Medium,4.99,5.76,"₹ 2,210.67","₹ 2,551.80",₹ 341.13,13.37%,40.31
BATCH00553,Barley,West,Kharif,532.95,16.32,31.04,0.8,0.8,8,A,5.68,Transit,55.55,High,3.57,11.05,"₹ 1,902.63","₹ 5,889.10","₹ 3,986.47",67.69%,30.27
BATCH00554,Wheat,North,Kharif,348.28,12.04,32.64,0.6,3,16,C,9.28,Farm,64.48,High,8.78,6.89,"₹ 3,057.90","₹ 2,399.65",-₹ 658.25,-27.43%,32.32
BATCH00555,Barley,South,Rabi,575.06,11.33,25.14,0.1,1.6,3,B,5.94,Warehouse,93.6,Medium,9.99,5.6,"₹ 5,744.85","₹ 3,220.34","-₹ 2,524.51",-78.39%,34.16
BATCH00556,Barley,West,Kharif,458.38,12.92,38.97,1.8,0.9,2,C,1.16,Farm,92.35,High,7.05,13.97,"₹ 3,231.58","₹ 6,403.57","₹ 3,171.99",49.53%,5.32
BATCH00557,Rice,East,Rabi,386.99,13.73,23.4,0.5,1,16,B,5.75,Transit,95.02,High,3.41,10.34,"₹ 1,319.64","₹ 4,001.48","₹ 2,681.84",67.02%,22.25
BATCH00558,Barley,West,Rabi,455,10.38,39.31,0.3,2.7,19,B,5.97,Farm,69.43,Low,8.46,6.35,"₹ 3,849.30","₹ 2,889.25",-₹ 960.05,-33.23%,27.16
BATCH00559,Rice,South,Rabi,625.71,15.94,20.3,2.1,0.6,9,B,2.54,Transit,82.07,High,3.52,5.53,"₹ 2,202.50","₹ 3,460.18","₹ 1,257.68",36.35%,15.89
BATCH00560,Barley,South,Kharif,446.47,12.86,29.62,2.3,0.4,16,B,4.97,Transit,63.91,Low,6.78,6.2,"₹ 3,027.07","₹ 2,768.11",-₹ 258.95,-9.35%,22.19
BATCH00561,Maize,West,Rabi,535.85,11.34,26.67,2.8,3.8,22,C,4.86,Transit,59.04,High,4.94,9.71,"₹ 2,647.10","₹ 5,203.10","₹ 2,556.00",49.12%,26.04
BATCH00562,Maize,West,Kharif,426.9,9.07,28.98,1.4,2,26,B,6.42,Transit,51.1,Low,9.41,11.68,"₹ 4,017.13","₹ 4,986.19",₹ 969.06,19.43%,27.41
BATCH00563,Maize,North,Kharif,575.79,10.39,31.41,4.5,0.4,28,A,2.97,Warehouse,61.17,Low,6.16,11.41,"₹ 3,546.87","₹ 6,569.76","₹ 3,022.90",46.01%,17.10
BATCH00564,Barley,South,Rabi,568.55,17.49,28.71,5.5,0.6,4,A,6.03,Transit,80.22,High,9.29,6.44,"₹ 5,281.83","₹ 3,661.46","-₹ 1,620.37",-44.25%,34.28
BATCH00565,Rice,West,Rabi,684.86,11.05,28.3,3.3,0.5,10,B,2.79,Warehouse,95.21,Low,5.09,11.33,"₹ 3,485.94","₹ 7,759.46","₹ 4,273.53",55.08%,19.11
BATCH00566,Rice,West,Rabi,482.44,9.69,34.65,2,0.2,19,C,4.74,Warehouse,56.67,Medium,5.71,9.05,"₹ 2,754.73","₹ 4,366.08","₹ 1,611.35",36.91%,22.87
BATCH00567,Barley,South,Kharif,566.87,12.61,33.72,0.7,3.2,13,C,1.67,Farm,95.9,Medium,9.63,9.65,"₹ 5,458.96","₹ 5,470.30",₹ 11.34,0.21%,9.47
BATCH00568,Maize,West,Rabi,509.81,11.07,36.67,8.1,0.5,18,B,0.85,Farm,67.27,High,4.41,13.01,"₹ 2,248.26","₹ 6,632.63","₹ 4,384.37",66.10%,4.33
BATCH00569,Maize,North,Kharif,629.59,8.35,25,0.6,2.1,15,C,3.55,Transit,71.34,High,7.05,8.32,"₹ 4,438.61","₹ 5,238.19",₹ 799.58,15.26%,22.35
BATCH00570,Rice,South,Rabi,428.12,11.23,32.19,0.5,0.2,4,C,3.11,Farm,68.25,High,5.72,6.47,"₹ 2,448.85","₹ 2,769.94",₹ 321.09,11.59%,13.31
BATCH00571,Maize,North,Rabi,574.5,13.44,31.7,1.2,0.8,9,C,4.37,Transit,70.43,Medium,8.42,13.73,"₹ 4,837.29","₹ 7,887.89","₹ 3,050.60",38.67%,25.11
BATCH00572,Wheat,North,Kharif,480.53,13.52,27.39,0.1,0,4,B,9.64,Farm,62.96,High,3.91,7.12,"₹ 1,878.87","₹ 3,421.37","₹ 1,542.50",45.08%,46.32
BATCH00573,Rice,North,Kharif,493.58,11.57,29.72,7.7,1.4,29,A,5.46,Transit,84.93,High,6.06,7.94,"₹ 2,991.09","₹ 3,919.03",₹ 927.93,23.68%,26.95
BATCH00574,Maize,North,Kharif,509.18,12.47,26.28,1.8,0.9,16,A,5.76,Farm,87.91,Low,7.89,12.07,"₹ 4,017.43","₹ 6,145.80","₹ 2,128.37",34.63%,29.33
BATCH00575,Rice,South,Kharif,525.22,17.66,22.84,1.6,1,28,A,9.45,Farm,91.16,High,5.85,11.84,"₹ 3,072.54","₹ 6,218.60","₹ 3,146.07",50.59%,49.63
BATCH00576,Wheat,North,Kharif,488.38,11.77,24.28,2.1,0.1,21,A,9.25,Warehouse,67.06,Medium,3.41,13,"₹ 1,665.38","₹ 6,348.94","₹ 4,683.56",73.77%,45.18
BATCH00577,Rice,North,Kharif,521.47,10.58,22.11,1.4,0.2,15,A,8.9,Farm,88.23,Medium,7.94,6.84,"₹ 4,140.47","₹ 3,566.85",-₹ 573.62,-16.08%,46.41
BATCH00578,Rice,West,Rabi,657.81,10.43,33.66,0.1,0.1,24,C,1.43,Farm,81.88,High,6.52,8.52,"₹ 4,288.92","₹ 5,604.54","₹ 1,315.62",23.47%,9.41
BATCH00579,Rice,South,Rabi,598.54,12.58,33.21,1.9,0.3,2,C,6.53,Transit,97.9,Medium,3.08,6.26,"₹ 1,843.50","₹ 3,746.86","₹ 1,903.36",50.80%,39.08
BATCH00580,Rice,South,Kharif,586.92,15.6,39.01,2.5,1,28,C,8.18,Warehouse,71.24,Low,7.29,10.41,"₹ 4,278.65","₹ 6,109.84","₹ 1,831.19",29.97%,48.01
BATCH00581,Wheat,East,Rabi,454.45,10.06,34.59,1.1,0.8,27,B,8.44,Transit,99.62,Low,9.44,7.93,"₹ 4,290.01","₹ 3,603.79",-₹ 686.22,-19.04%,38.36
BATCH00582,Barley,South,Kharif,411.08,15.09,21.04,2.8,0.9,14,C,5.99,Farm,87.02,High,3.78,11.89,"₹ 1,553.88","₹ 4,887.74","₹ 3,333.86",68.21%,24.62
BATCH00583,Rice,South,Rabi,595.53,8.21,37.68,0.5,0.8,3,A,0.67,Transit,88.81,High,7.13,5,"₹ 4,246.13","₹ 2,977.65","-₹ 1,268.48",-42.60%,3.99
BATCH00584,Rice,East,Rabi,587.6,12.19,37.25,0.5,0.3,22,C,9.75,Warehouse,51.29,Low,8.1,5.6,"₹ 4,759.56","₹ 3,290.56","-₹ 1,469.00",-44.64%,57.29
BATCH00585,Maize,South,Kharif,647.27,15.76,28.87,0.4,0.3,28,A,4.99,Transit,74.87,Low,3.5,9.33,"₹ 2,265.45","₹ 6,039.03","₹ 3,773.58",62.49%,32.30
BATCH00586,Rice,South,Kharif,439.6,11.39,31.72,0.9,0.1,23,C,4.24,Farm,76.42,High,3.16,14.58,"₹ 1,389.14","₹ 6,409.37","₹ 5,020.23",78.33%,18.64
BATCH00587,Maize,South,Kharif,477.05,13.64,39.52,3.8,1.9,4,A,4.25,Transit,52.03,Medium,6.25,13.91,"₹ 2,981.56","₹ 6,635.77","₹ 3,654.20",55.07%,20.27
BATCH00588,Barley,South,Rabi,336.05,10.05,30.65,3.5,1,1,C,4.53,Farm,65.61,High,8.54,14.94,"₹ 2,869.87","₹ 5,020.59","₹ 2,150.72",42.84%,15.22
BATCH00589,Wheat,East,Kharif,460.75,15.42,38.11,1,0.2,23,A,2.8,Warehouse,97.78,High,4.13,9.17,"₹ 1,902.90","₹ 4,225.08","₹ 2,322.18",54.96%,12.90
BATCH00590,Wheat,South,Rabi,599.66,8.52,21.66,1.8,0.2,28,A,3.61,Warehouse,71.31,High,8.86,5.47,"₹ 5,312.99","₹ 3,280.14","-₹ 2,032.85",-61.97%,21.65
BATCH00591,Barley,South,Kharif,453.35,16.53,23.82,2.6,2.1,9,B,9.86,Transit,59.34,High,7.6,8.06,"₹ 3,445.46","₹ 3,654.00",₹ 208.54,5.71%,44.70
BATCH00592,Wheat,East,Rabi,564.05,9.98,28.82,0.6,1.4,17,C,4,Warehouse,75.67,High,5.33,11.76,"₹ 3,006.39","₹ 6,633.23","₹ 3,626.84",54.68%,22.56
BATCH00593,Barley,West,Rabi,480.95,16.74,31.7,0.4,1.1,14,A,5.5,Transit,51.69,High,6.61,6.35,"₹ 3,179.08","₹ 3,054.03",-₹ 125.05,-4.09%,26.45
BATCH00594,Barley,North,Kharif,532.41,11.53,36.32,7.2,0.5,17,C,8.56,Farm,75.8,High,9.76,8,"₹ 5,196.32","₹ 4,259.28",-₹ 937.04,-22.00%,45.57
BATCH00595,Barley,West,Rabi,385.23,15.23,39.77,1.9,0.3,1,A,5.51,Transit,79.71,Medium,4.52,5.56,"₹ 1,741.24","₹ 2,141.88",₹ 400.64,18.71%,21.23
